architecture,val_rmse
260 -> 64 -> 1,0.3778592430707169
260 -> 100 -> 1,0.3714563351232708
260 -> 128 -> 1,0.3744112488677924
260 -> 100 -> 50 -> 1,1.0473397408990432
260 -> 128 -> 64 -> 1,1.0476757935098981
